0	22.7424964
1	22.7765769
2	22.8103675
3	22.7912597
4	22.7790813
5	22.6931533
6	22.6141109
7	22.5446109
8	22.5238246
9	22.5050849
10	22.5479469
11	22.5909004
12	22.6231269
13	22.6539306
14	22.6806201
15	22.6880359
16	22.6925697
17	22.6777553
18	22.6847934
19	22.6468429
20	22.6359424
21	22.6453475
22	22.6507453
23	22.6330394
24	22.6203422
25	22.6327991
26	22.6378974
27	22.6041107
28	22.5541076
29	22.5327854
30	22.5408649
31	22.5756149
32	22.5766239
33	22.5800933
34	22.6018047
35	22.5948772
36	22.5897331
37	22.5702285
38	22.5628089
39	22.5469264
40	22.5316944
41	22.4967899
42	22.495264
43	22.5742321
44	22.6394271
45	22.6981258
46	22.7038784
47	22.7135887
48	22.702917
49	22.709589
50	22.7383117
51	22.759428
52	22.7740325
53	22.7938194
54	22.8120498
55	22.818531
56	22.8100414
57	22.8064708
58	22.7722377
59	22.7316722
60	22.7025127
61	22.7255382
62	22.7280788
63	22.7136249
64	22.7027931
65	22.6782035
66	22.6962089
67	22.7091426
68	22.7063522
69	22.752346
70	22.7535991
71	22.7282714
72	22.6770629
73	22.6372852
74	22.6415252
75	22.6181678
76	22.6864109
77	22.7427387
78	22.7517738
79	22.7408237
80	22.7458648
81	22.7687835
82	22.8015899
83	22.8186073
84	22.7958011
85	22.7414245
86	22.7054004
87	22.628971
88	22.6044998
89	22.5837974
90	22.5513324
91	22.5333061
92	22.5728759
93	22.6166534
94	22.6149272
95	22.588087
96	22.5308475
97	22.4901847
98	22.4652118
99	22.4829692
100	22.4618892
101	22.427143
102	22.3690853
103	22.3400669
104	22.3147697
105	22.2940864
106	22.2933998
107	22.3026905
108	22.331705
109	22.3513374
110	22.3759765
111	22.3697357
112	22.3411712
113	22.3324813
114	22.3449211
115	22.3410472
116	22.3094367
117	22.2772636
118	22.253437
119	22.2708969
120	22.2992801
121	22.3302154
122	22.3290023
123	22.3245487
124	22.3479022
125	22.3213386
126	22.3001976
127	22.2837924
128	22.264019
129	22.2628593
130	22.2506332
131	22.2488498
132	22.2410964
133	22.2378768
134	22.2340564
135	22.2122592
136	22.2097415
137	22.2116241
138	22.2036514
139	22.2208709
140	22.2300338
141	22.2514057
142	22.2373466
143	22.2477741
144	22.2471733
145	22.2589588
146	22.2801189
147	22.3174781
148	22.3322238
149	22.339838
150	22.355751
151	22.3663768
152	22.374443
153	22.3943328
154	22.4052124
155	22.3823471
156	22.3949966
157	22.4166107
158	22.3915519
159	22.3324069
160	22.309122
161	22.3233814
162	22.3171176
163	22.3139362
164	22.3150024
165	22.3173637
166	22.3290214
167	22.3411045
168	22.3647994
169	22.3822097
170	22.3831501
171	22.393032
172	22.3919582
173	22.3750114
174	22.3589553
175	22.331911
176	22.3295688
177	22.3378791
178	22.3137035
179	22.2998123
180	22.3152084
181	22.3300056
182	22.3163242
183	22.3401336
184	22.3585376
185	22.3672542
186	22.3599262
187	22.3581047
188	22.3672122
189	22.3644046
190	22.3710498
191	22.3211631
192	22.3501529
193	22.3345966
194	22.3378028
195	22.3243045
196	22.2707519
197	22.2694988
198	22.2867679
199	22.3100357
200	22.3192653
201	22.3339481
202	22.3138999
203	22.294754
204	22.3030681
205	22.3103408
206	22.3096065
207	22.313055
208	22.2893829
209	22.3052864
210	22.2981491
211	22.3040924
212	22.3100624
213	22.3135013
214	22.3583583
215	22.3742656
216	22.3706951
217	22.3678359
218	22.3754768
219	22.3733978
220	22.388071
221	22.3943557
222	22.3425369
223	22.3218288
224	22.286211
225	22.2622718
226	22.2792243
227	22.2620868
228	22.2690849
229	22.2812938
230	22.2695159
231	22.2443962
232	22.2114925
233	22.1895771
234	22.1511478
235	22.1222
236	22.1251773
237	22.127531
238	22.1256809
239	22.1328506
240	22.1318264
241	22.1412372
242	22.1547393
243	22.1450004
244	22.1428451
245	22.1315155
246	22.1285381
247	22.1531391
248	22.1541137
249	22.1667671
250	22.1733798
251	22.1816406
252	22.2240104
253	22.2096138
254	22.220869
255	22.2319145
256	22.2133331
257	22.1748256
258	22.1961994
259	22.1667385
260	22.1659297
261	22.2065696
262	22.2141189
263	22.2237815
264	22.2355518
265	22.2395896
266	22.2826004
267	22.321022
268	22.3453502
269	22.3427581
270	22.3355922
271	22.3459873
272	22.361124
273	22.40942
274	22.4445228
275	22.4705238
276	22.4526062
277	22.4443187
278	22.4179706
279	22.4294071
280	22.4525718
281	22.4768543
282	22.4842338
283	22.4942913
284	22.5053577
285	22.5194835
286	22.5210838
287	22.5434913
288	22.5695056
289	22.5795288
290	22.565834
291	22.5371971
292	22.4995136
293	22.4730491
